,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
3016,9398,58,2.0,70.99900775429991,,17.0,13,15.0,2020,0.43788524,B,B,23,5735,3,1084.0,0,5,B
2494,13187,30,1.0,96.14639392203196,81.32980827830714,5.0,12,39.0,2012,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4468,13573,61,1.0,46.06281490710816,22.926040179586423,8.0,12,12.0,1980,0.300322518,B,B,52,10311,6,,1,9,B
2855,15433,35,3.0,64.73138750189658,47.40167894258556,6.0,5,12.0,1972,0.089039719,B,B,33,7976,5,,0,11,B
1627,3396,102,1.0,35.143063507585005,22.96297346854796,5.0,1,5.0,1961,0.23861713,B,B,26,3889,6,705.0,3,6,B
2273,9219,62,3.0,127.39423249510794,,1.0,5,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
799,5405,21,1.0,43.103813869248846,21.23475609332882,8.0,3,17.0,2006,0.194489265,B,B,47,8004,3,125.0,3,5,B
2233,1473,29,2.0,76.07985166226199,41.93703571621121,12.0,4,17.0,2010,0.069660344,B,B,31,6119,4,,1,2,B
3022,8993,6,2.0,66.88541292977659,59.60894188781763,1.0,16,25.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
3511,2508,1,2.0,62.83873209638721,,1.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4516,15406,61,3.0,64.48167906582847,40.619751540720976,7.0,8,9.0,1979,0.300322518,B,B,52,10311,6,,1,9,B
4481,835,27,3.0,76.98919506227361,75.43593430262253,1.0,9,17.0,2014,0.011654127,B,B,4,915,0,,0,0,B
3795,6464,47,3.0,78.2328066471888,48.90598838547124,10.0,16,16.0,1981,0.101872465,B,B,23,4583,3,,3,3,B
863,16660,74,2.0,45.88170224800432,30.80602387532218,5.0,2,5.0,1966,0.371148999,B,B,34,7065,1,750.0,2,5,B
2027,10159,27,2.0,76.3360898661184,,1.0,7,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4580,5195,1,2.0,65.21364620970618,,0.0,21,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3825,15970,23,2.0,61.06267689044472,,1.0,4,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2712,14265,29,1.0,33.7344385379959,17.472584575794908,5.0,3,5.0,1968,0.069660344,B,B,31,6119,4,,1,2,B
628,12318,11,3.0,66.52409810232976,63.20275192092185,7.0,7,12.0,1975,0.0001696759999999,B,B,36,5992,0,,1,1,B
4667,8186,27,3.0,77.13960844842511,78.13797562541191,10.0,13,13.0,2018,0.211401214,B,B,9,1892,0,,0,1,B
3755,9928,1,1.0,41.228944022762,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2371,16535,23,1.0,31.12125935552932,,1.0,5,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2257,13883,119,2.0,49.22084185872414,29.03018246931984,6.0,5,5.0,1961,0.000995363,B,B,42,7651,1,,1,5,B
4239,4695,1,1.0,40.19847184508317,21.807061075159822,10.0,12,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B
2979,9993,12,3.0,64.12578704883467,44.08650734525504,6.0,7,9.0,1979,0.090799103,B,B,74,19083,2,,5,15,B
958,3289,62,1.0,35.1205247791906,,0.0,26,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2225,7656,63,3.0,73.85250677685583,46.96831933654504,10.0,9,22.0,1984,0.23861713,B,B,26,3889,6,705.0,3,6,B
2665,13565,93,1.0,36.2036766927091,22.852565503579747,6.0,3,9.0,1975,0.521867054,B,B,25,6149,0,,0,0,B
1685,14562,113,2.0,46.6278823812734,27.05873916075788,5.0,6,5.0,1969,0.307466659,B,A,30,5048,9,325.0,2,5,B
4176,13504,1,2.0,63.038660241914044,65.95905619325748,0.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1554,11881,3,2.0,41.87340208180896,27.335267860381013,6.0,1,5.0,1962,0.265088676,B,B,37,5288,0,1937.0,3,2,B
1458,4190,6,1.0,47.74971639778552,47.88747335403854,1.0,10,25.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
470,4890,25,2.0,84.39816716402783,42.44814246228682,16.0,14,25.0,2012,0.069753361,B,B,53,13670,4,,1,11,B
1969,2118,41,1.0,38.44074968478797,22.18990789757437,9.0,11,16.0,1983,0.127811589,B,B,28,7287,5,320.0,1,3,B
545,16352,23,2.0,56.06537189019497,54.815411805642434,1.0,6,17.0,2015,0.034656082,B,B,0,168,0,,0,0,B
3793,9322,26,2.0,59.23289700429344,60.06710491762188,1.0,3,1.0,2016,0.089039719,B,B,33,7976,5,,0,11,B
315,7734,129,1.0,36.205640925640544,19.572053389636096,9.0,11,12.0,1968,0.020741326,B,B,24,5613,5,1340.0,2,5,B
1977,15321,63,1.0,59.18363185293994,55.38315887944349,1.0,19,17.0,2019,0.23861713,B,B,26,3889,6,705.0,3,6,B
1457,16455,5,2.0,55.568945373631934,32.2786639507652,8.0,8,14.0,1970,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2550,2580,22,2.0,52.61955926718892,,1.0,4,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2994,7810,25,2.0,61.05637131013992,,0.0,21,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
145,3945,128,2.0,47.87363349415092,27.22915360721241,6.0,8,9.0,1972,0.0,B,B,27,4798,0,30.0,2,8,B
2835,2799,62,2.0,73.64945413467937,,1.0,3,9.0,2013,0.072157581,B,B,2,629,1,,0,0,A
2129,1892,79,2.0,42.22621889606082,29.461627655341605,5.0,5,5.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
419,9535,1,1.0,48.46091242243136,,0.0,13,0.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4524,6179,30,1.0,30.27737175270005,,1.0,6,4.0,2018,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4044,3213,58,3.0,82.17736433099537,42.46210142656902,10.0,7,16.0,2005,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
4722,10749,6,2.0,65.58257179879305,66.67575842977638,1.0,4,2.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
1965,12755,32,2.0,58.90007371532232,34.73070696368488,8.0,18,24.0,1997,0.135649789,B,B,46,7960,6,350.0,3,11,B
2684,12889,119,2.0,48.76420642868803,29.119185659944787,5.0,6,5.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
317,266,27,1.0,46.71832081226327,2.8796712638818147,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
507,15284,17,1.0,35.943567788099706,23.834554880376125,5.0,3,5.0,1963,0.0,B,B,18,3374,5,620.0,1,2,B
3945,941,9,3.0,78.07812950073749,44.44074485914806,9.0,9,11.0,2016,0.161531741,B,B,25,5648,1,30.0,2,4,B
4556,14006,6,3.0,74.14219884093384,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
801,9073,6,1.0,38.52108688308654,,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2163,12611,8,1.0,30.68783591940576,19.77401395339656,6.0,7,5.0,1964,0.458174486,B,A,26,4439,1,1130.0,1,5,B
4858,16072,27,3.0,86.08001244562305,50.43853154117027,10.0,10,17.0,2003,0.041116354,B,B,53,14892,4,,1,4,B
1311,6720,27,3.0,81.87732585620229,83.30825927519344,10.0,16,17.0,2016,0.011654127,B,B,4,915,0,,0,0,B
4194,5196,1,2.0,65.97754847242919,,0.0,13,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4604,2924,74,2.0,72.11875311629187,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3321,923,28,2.0,52.996130316337215,31.356390225503542,8.0,13,12.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
3177,16606,57,3.0,66.14777583631786,41.56027549656051,6.0,7,12.0,1983,0.133215333,B,B,49,11395,3,1406.0,3,4,A
3867,4532,6,1.0,61.58662897805775,58.05748828101017,1.0,19,25.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
2656,7736,46,2.0,47.61137877649061,30.673704527953443,6.0,4,12.0,1981,0.0,B,B,47,11319,0,1145.0,3,5,B
3144,3700,24,2.0,43.56846408535732,28.841088406304355,6.0,4,5.0,1959,0.111627393,B,B,50,12238,8,1970.0,2,3,B
3027,12401,6,3.0,79.50640578376672,44.54247189104824,12.0,18,17.0,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
2165,8221,118,1.0,32.79510349292943,18.17452164617292,5.0,9,9.0,1966,0.341071945,B,B,27,5664,48,2300.0,3,11,B
1150,12989,109,2.0,44.1385234951216,33.369995292723004,5.0,4,5.0,1964,0.1363303,B,B,30,6141,10,262.0,3,6,B
3005,5305,12,1.0,41.08890133635983,22.54960939997627,8.0,10,12.0,1983,0.090799103,B,B,74,19083,2,,5,15,B
2144,15971,126,2.0,44.89878448163138,29.038283723271302,5.0,7,5.0,1965,0.333891544,B,B,30,6564,1,,0,0,B
1379,5896,62,1.0,41.27411424374711,,10.0,3,8.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3052,8124,46,1.0,30.636289133877696,22.424752827580853,5.0,7,9.0,1973,0.188783766,B,B,31,6137,4,,0,1,B
20,6945,53,3.0,85.18661187100972,,11.0,11,12.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
2490,6810,27,2.0,59.408283656948825,61.40575533373045,10.0,11,17.0,2018,0.017647053,B,B,2,469,0,,0,0,B
1515,11380,1,2.0,72.41652586657902,74.90460254971666,1.0,8,8.0,2016,0.007122317,B,B,1,264,0,,0,1,B
691,4034,111,2.0,46.9177295096103,33.15402533710506,5.0,6,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
270,2348,128,1.0,47.51116715169837,21.47567478943422,12.0,3,6.0,2002,0.0,B,B,27,4798,0,30.0,2,8,B
825,3174,13,4.0,96.25953781643494,63.847681300825606,10.0,6,10.0,1996,0.090799103,B,B,74,19083,2,,5,15,B
2347,6760,38,1.0,46.12544858899494,,1.0,4,17.0,1977,0.060753049,B,B,15,2787,2,520.0,0,7,B
2679,16689,101,1.0,38.69628292673402,21.149374353693304,9.0,12,12.0,1970,0.038692987,B,B,28,6533,1,1015.0,2,5,B
2895,7330,27,3.0,80.88644153468981,,1.0,3,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
2633,11903,80,1.0,34.9197230700468,20.70327758695679,6.0,5,9.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
3596,13600,140,3.0,78.03368765017224,48.817184889176026,10.0,14,17.0,1960,0.23861713,B,B,26,3889,6,705.0,3,6,B
38,9008,72,2.0,47.67098552597152,44.1724503554511,5.0,5,9.0,1980,0.210473241,B,B,11,2398,2,1994.0,3,0,B
3262,12310,48,2.0,81.10708742233139,84.56922661616001,1.0,6,1.0,2015,0.041124634,B,B,46,9515,5,,1,10,B
1429,5076,61,2.0,50.050522384263886,29.357354018033032,6.0,5,12.0,1976,0.300322518,B,B,52,10311,6,,1,9,B
1262,14081,101,3.0,65.27804860817325,37.96924667271246,8.0,9,12.0,1980,0.225824954,A,B,41,6558,7,1548.0,3,2,B
4023,3480,119,2.0,47.6583382119277,32.67708885392219,5.0,7,5.0,1968,0.000995363,B,B,42,7651,1,,1,5,B
2788,15628,3,1.0,36.91072424867664,19.40559485377884,7.0,3,12.0,1976,0.050900058,B,B,43,10621,1,30.0,2,3,B
2086,6792,118,3.0,92.2179971752624,60.84403416189498,11.0,6,14.0,2011,0.21843974,B,B,21,4472,6,1450.0,4,7,A
1230,2139,53,2.0,58.32079768409543,,1.0,18,1.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
3773,11504,30,1.0,49.180144526448366,49.24812680102091,1.0,11,1.0,2014,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1273,14902,28,1.0,39.5646130852,21.490468835453036,9.0,14,16.0,1986,0.118537385,B,B,30,6207,1,1183.0,1,0,B
4020,1261,45,2.0,40.50241481369879,24.3079804082572,5.0,1,12.0,1965,0.014423114,B,B,19,3806,4,,0,3,B
4716,9438,5,1.0,34.34285683178473,21.832747872041928,5.0,5,5.0,1962,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2791,11031,122,3.0,72.40171822425404,46.63353213706645,10.0,5,14.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B
4899,8546,93,1.0,45.787454079764245,21.468350475687725,10.0,11,24.0,2016,0.050900058,B,B,43,10621,1,30.0,2,3,B
3429,6451,85,2.0,54.54417975062968,36.21229236031693,9.0,12,16.0,1981,0.037177818,B,B,52,11217,1,2300.0,1,7,B
2220,13910,84,1.0,32.40047349248031,20.35659031504704,5.0,10,9.0,1970,0.149666373,B,B,22,4789,2,4087.0,4,1,B
1461,2346,27,3.0,81.43245132378527,,0.0,12,22.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
2519,8148,53,1.0,41.26960611294832,22.627979290356464,8.0,11,24.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
2871,8027,161,2.0,48.93798691188408,33.08257725916332,5.0,10,9.0,1965,0.014423114,B,B,19,3806,4,,0,3,B
3894,5777,19,1.0,41.08796654050919,21.541109877625733,7.0,4,17.0,2004,0.309479124,B,B,35,7715,4,990.0,0,6,B
4274,5682,81,2.0,67.57557072998043,32.91770390461185,9.0,13,17.0,2010,0.006076152,B,B,30,5285,0,645.0,6,6,B
3258,7268,14,2.0,66.47972316303448,64.169820037615,10.0,14,17.0,2017,0.042031587,B,B,37,6856,84,1940.0,2,5,B
3404,497,18,1.0,44.79381324648399,23.97331115777069,8.0,8,14.0,1987,0.0,B,B,30,5562,0,,0,5,A
4371,8002,135,3.0,57.6001936740121,37.79413881995215,5.0,6,5.0,1965,0.007658515,B,B,35,7077,56,2301.0,3,19,B
766,11344,3,1.0,40.146638180950106,19.533406721088816,8.0,4,16.0,1980,0.265088676,B,B,37,5288,0,1937.0,3,2,B
1747,6321,2,2.0,55.32762909591875,34.627817406454355,8.0,11,14.0,1996,0.309479124,B,B,35,7715,4,990.0,0,6,B
1613,2083,8,1.0,42.464115272829424,21.781916598092906,8.0,8,14.0,1974,0.458174486,B,A,26,4439,1,1130.0,1,5,B
1464,9864,41,2.0,46.06823383809754,30.623305969792284,6.0,9,9.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
4958,11742,2,2.0,50.60738502436462,32.947971069938504,6.0,2,12.0,1971,0.309479124,B,B,35,7715,4,990.0,0,6,B
4263,14219,84,1.0,31.152639840578733,17.72981352341405,5.0,11,9.0,1971,0.006076152,B,B,30,5285,0,645.0,6,6,B
158,5684,114,1.0,34.133497138417084,18.2801882988784,7.0,6,8.0,1968,0.050272014,B,B,21,4231,14,1020.0,0,3,B
1301,10873,92,3.0,82.64279285821395,51.34498088942618,8.0,6,12.0,1985,0.460556389,B,B,20,4386,14,,1,5,B
4561,8968,27,2.0,69.84923946355873,,0.0,3,0.0,1977,0.011654127,B,B,4,915,0,,0,0,B
1431,6369,23,1.0,39.30524084831311,21.60359270232894,7.0,19,17.0,2009,0.075778755,B,B,6,1437,3,,0,2,B
2843,4258,27,2.0,68.32156346070416,,10.0,11,1.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
2156,8497,62,3.0,108.25065654415651,,1.0,9,1.0,2015,0.072157581,B,B,2,629,1,,0,0,A
4519,10267,146,3.0,79.52575104137391,44.42647015174196,10.0,4,17.0,1993,0.236108458,B,B,16,3893,27,,3,10,B
173,13241,61,1.0,40.57629621127623,19.17064321240808,10.0,6,22.0,1998,0.300322518,B,B,52,10311,6,,1,9,B
2766,10771,48,2.0,52.38889980641444,32.24716227707531,8.0,6,12.0,1981,0.041124634,B,B,46,9515,5,,1,10,B
1952,15756,27,1.0,40.73287057007803,23.959210732722607,8.0,6,9.0,2000,0.041116354,B,B,53,14892,4,,1,4,B
3799,8792,23,3.0,106.7295812787054,,1.0,26,9.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4685,9501,124,4.0,103.71209636892507,72.73946722315462,9.0,8,8.0,1943,0.16909109,B,B,19,3856,10,,2,5,B
1364,11676,63,1.0,39.42954488770447,22.904849294781307,8.0,11,12.0,1982,0.23861713,B,B,26,3889,6,705.0,3,6,B
2769,2870,48,1.0,37.404287442720616,,1.0,11,1.0,2014,0.041124634,B,B,46,9515,5,,1,10,B
4852,7769,124,4.0,189.6795763834105,114.7086732256983,4.0,19,40.0,2013,0.174739084,B,B,17,3379,9,100.0,0,3,B
4660,6463,145,1.0,37.42397293399887,23.654813925664143,8.0,10,14.0,1998,0.0,B,B,30,5562,0,,0,5,A
2736,423,41,3.0,66.30862704655637,42.05069835873637,7.0,12,12.0,1985,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
261,2637,130,1.0,31.99949083273256,20.63123000299838,5.0,7,9.0,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
3936,4221,166,2.0,68.5185614600764,45.37374689265626,9.0,5,7.0,1953,0.174739084,B,B,17,3379,9,100.0,0,3,B
751,13499,21,2.0,64.77691626352801,34.182155667323165,12.0,17,17.0,2007,0.034331497,B,B,25,5487,3,,0,4,B
1025,528,7,1.0,36.968232630432574,23.28731038868081,10.0,3,12.0,1966,0.130617806,B,B,39,10418,9,900.0,1,9,B
2640,13961,6,1.0,41.2614815992919,37.22608037106515,1.0,7,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
4832,6096,37,1.0,43.890948790996845,21.09210451008636,8.0,11,12.0,1984,0.232205084,B,B,24,4860,1,80.0,0,3,B
3731,7125,126,1.0,36.233212474831056,22.885434042080018,9.0,3,12.0,1969,0.333891544,B,B,30,6564,1,,0,0,B
4384,15419,6,1.0,49.92379219766784,,1.0,19,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1509,3458,101,1.0,19.04389412684894,13.941145028428163,3.0,4,5.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B
3545,9214,41,3.0,64.03553229634291,43.44466553890496,8.0,7,9.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
4869,2267,55,2.0,47.48660623034931,31.20809483714681,6.0,5,9.0,1975,0.012338886,B,B,35,5776,1,2078.0,2,4,B
3067,1828,71,1.0,41.38197657689248,22.72549199401561,8.0,11,12.0,1983,0.407276235,A,B,9,1768,0,370.0,0,0,A
4285,11545,58,2.0,66.30408574572843,,1.0,5,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
81,7446,100,1.0,34.55729086333245,21.20850181545886,6.0,10,9.0,1966,0.200146802,B,B,23,3975,8,770.0,2,0,B
549,11443,130,1.0,32.9883493774982,22.304666495246323,7.0,7,9.0,1963,0.341071945,B,B,27,5664,48,2300.0,3,11,B
823,9778,0,1.0,38.89431329167496,20.614874915976102,10.0,4,12.0,1974,0.006076152,B,B,30,5285,0,645.0,6,6,B
3514,12912,134,2.0,64.71121973020472,62.19484091633999,1.0,3,17.0,2017,0.212515361,B,B,19,3293,16,628.0,3,7,B
418,11393,27,2.0,57.635228337567256,31.439755542164672,10.0,13,16.0,2005,0.07542368,B,B,11,3097,0,,0,0,B
